img_filename,order,seq,mask_filename
data/S_35/110.png,110.0,35.0,data/S_35/label_110.npy
data/S_36/95.png,95.0,36.0,data/S_36/label_95.npy
data/S_36/126.png,126.0,36.0,data/S_36/label_126.npy
data/S_37/20.png,20.0,37.0,data/S_37/label_20.npy
data/S_37/119.png,119.0,37.0,data/S_37/label_119.npy
data/S_37/136.png,136.0,37.0,data/S_37/label_136.npy
data/S_38/122.png,122.0,38.0,data/S_38/label_122.npy
data/S_38/132.png,132.0,38.0,data/S_38/label_132.npy
data/S_39/95.png,95.0,39.0,data/S_39/label_95.npy
data/S_39/141.png,141.0,39.0,data/S_39/label_141.npy
data/S_40/80.png,80.0,40.0,data/S_40/label_80.npy
data/S_40/111.png,111.0,40.0,data/S_40/label_111.npy
data/S_40/137.png,137.0,40.0,data/S_40/label_137.npy
data/S_41/53.png,53.0,41.0,data/S_41/label_53.npy
data/S_41/112.png,112.0,41.0,data/S_41/label_112.npy
data/S_42/53.png,53.0,42.0,data/S_42/label_53.npy
data/S_42/99.png,99.0,42.0,data/S_42/label_99.npy
data/S_43/38.png,38.0,43.0,data/S_43/label_38.npy
data/S_43/65.png,65.0,43.0,data/S_43/label_65.npy
data/S_44/113.png,113.0,44.0,data/S_44/label_113.npy
data/S_44/116.png,116.0,44.0,data/S_44/label_116.npy
data/S_44/152.png,152.0,44.0,data/S_44/label_152.npy
data/S_45/49.png,49.0,45.0,data/S_45/label_49.npy
data/S_45/139.png,139.0,45.0,data/S_45/label_139.npy
data/S_46/18.png,18.0,46.0,data/S_46/label_18.npy
data/S_46/35.png,35.0,46.0,data/S_46/label_35.npy
data/S_47/31.png,31.0,47.0,data/S_47/label_31.npy
data/S_47/47.png,47.0,47.0,data/S_47/label_47.npy
data/S_47/75.png,75.0,47.0,data/S_47/label_75.npy
data/S_48/40.png,40.0,48.0,data/S_48/label_40.npy
data/S_48/101.png,101.0,48.0,data/S_48/label_101.npy
data/S_49/111.png,111.0,49.0,data/S_49/label_111.npy
data/S_49/141.png,141.0,49.0,data/S_49/label_141.npy
data/S_50/34.png,34.0,50.0,data/S_50/label_34.npy
data/S_50/82.png,82.0,50.0,data/S_50/label_82.npy
data/S_50/141.png,141.0,50.0,data/S_50/label_141.npy
data/S_51/21.png,21.0,51.0,data/S_51/label_21.npy
data/S_51/72.png,72.0,51.0,data/S_51/label_72.npy
data/S_52/38.png,38.0,52.0,data/S_52/label_38.npy
data/S_52/51.png,51.0,52.0,data/S_52/label_51.npy
data/S_53/35.png,35.0,53.0,data/S_53/label_35.npy
data/S_53/38.png,38.0,53.0,data/S_53/label_38.npy
data/S_53/124.png,124.0,53.0,data/S_53/label_124.npy
data/S_54/19.png,19.0,54.0,data/S_54/label_19.npy
data/S_54/126.png,126.0,54.0,data/S_54/label_126.npy
data/S_55/127.png,127.0,55.0,data/S_55/label_127.npy
data/S_55/139.png,139.0,55.0,data/S_55/label_139.npy
data/S_56/67.png,67.0,56.0,data/S_56/label_67.npy
data/S_56/79.png,79.0,56.0,data/S_56/label_79.npy
data/S_56/142.png,142.0,56.0,data/S_56/label_142.npy
data/S_57/50.png,50.0,57.0,data/S_57/label_50.npy
data/S_57/93.png,93.0,57.0,data/S_57/label_93.npy
data/S_58/42.png,42.0,58.0,data/S_58/label_42.npy
data/S_58/90.png,90.0,58.0,data/S_58/label_90.npy
data/S_58/104.png,104.0,58.0,data/S_58/label_104.npy
data/S_59/86.png,86.0,59.0,data/S_59/label_86.npy
data/S_59/107.png,107.0,59.0,data/S_59/label_107.npy
data/S_60/114.png,114.0,60.0,data/S_60/label_114.npy
data/S_60/126.png,126.0,60.0,data/S_60/label_126.npy
data/S_60/131.png,131.0,60.0,data/S_60/label_131.npy
data/S_61/19.png,19.0,61.0,data/S_61/label_19.npy
data/S_61/102.png,102.0,61.0,data/S_61/label_102.npy
data/S_62/41.png,41.0,62.0,data/S_62/label_41.npy
data/S_62/89.png,89.0,62.0,data/S_62/label_89.npy
data/S_63/35.png,35.0,63.0,data/S_63/label_35.npy
data/S_63/69.png,69.0,63.0,data/S_63/label_69.npy
data/S_64/94.png,94.0,64.0,data/S_64/label_94.npy
data/S_64/137.png,137.0,64.0,data/S_64/label_137.npy
data/S_65/50.png,50.0,65.0,data/S_65/label_50.npy
data/S_65/119.png,119.0,65.0,data/S_65/label_119.npy
data/S_66/33.png,33.0,66.0,data/S_66/label_33.npy
data/S_66/119.png,119.0,66.0,data/S_66/label_119.npy
data/S_67/65.png,65.0,67.0,data/S_67/label_65.npy
data/S_67/83.png,83.0,67.0,data/S_67/label_83.npy
data/S_68/33.png,33.0,68.0,data/S_68/label_33.npy
data/S_68/121.png,121.0,68.0,data/S_68/label_121.npy
data/S_69/67.png,67.0,69.0,data/S_69/label_67.npy
data/S_69/81.png,81.0,69.0,data/S_69/label_81.npy
data/S_70/78.png,78.0,70.0,data/S_70/label_78.npy
data/S_70/138.png,138.0,70.0,data/S_70/label_138.npy
data/S_71/106.png,106.0,71.0,data/S_71/label_106.npy
data/S_71/138.png,138.0,71.0,data/S_71/label_138.npy
data/S_72/109.png,109.0,72.0,data/S_72/label_109.npy
data/S_72/121.png,121.0,72.0,data/S_72/label_121.npy
data/S_73/62.png,62.0,73.0,data/S_73/label_62.npy
data/S_73/139.png,139.0,73.0,data/S_73/label_139.npy
data/S_74/50.png,50.0,74.0,data/S_74/label_50.npy
data/S_74/67.png,67.0,74.0,data/S_74/label_67.npy
data/S_75/94.png,94.0,75.0,data/S_75/label_94.npy
data/S_75/140.png,140.0,75.0,data/S_75/label_140.npy
data/S_76/20.png,20.0,76.0,data/S_76/label_20.npy
data/S_76/138.png,138.0,76.0,data/S_76/label_138.npy
data/S_77/65.png,65.0,77.0,data/S_77/label_65.npy
data/S_77/125.png,125.0,77.0,data/S_77/label_125.npy
data/S_78/25.png,25.0,78.0,data/S_78/label_25.npy
data/S_78/111.png,111.0,78.0,data/S_78/label_111.npy
data/S_79/54.png,54.0,79.0,data/S_79/label_54.npy
data/S_79/80.png,80.0,79.0,data/S_79/label_80.npy
data/S_80/95.png,95.0,80.0,data/S_80/label_95.npy
data/S_80/139.png,139.0,80.0,data/S_80/label_139.npy
data/S_81/101.png,101.0,81.0,data/S_81/label_101.npy
data/S_81/132.png,132.0,81.0,data/S_81/label_132.npy
data/S_82/38.png,38.0,82.0,data/S_82/label_38.npy
data/S_82/81.png,81.0,82.0,data/S_82/label_81.npy
data/S_83/21.png,21.0,83.0,data/S_83/label_21.npy
data/S_83/139.png,139.0,83.0,data/S_83/label_139.npy
data/S_84/23.png,23.0,84.0,data/S_84/label_23.npy
data/S_84/97.png,97.0,84.0,data/S_84/label_97.npy
data/S_85/33.png,33.0,85.0,data/S_85/label_33.npy
data/S_85/98.png,98.0,85.0,data/S_85/label_98.npy
data/S_86/48.png,48.0,86.0,data/S_86/label_48.npy
data/S_86/86.png,86.0,86.0,data/S_86/label_86.npy
data/S_87/95.png,95.0,87.0,data/S_87/label_95.npy
data/S_87/123.png,123.0,87.0,data/S_87/label_123.npy
data/S_88/37.png,37.0,88.0,data/S_88/label_37.npy
data/S_88/66.png,66.0,88.0,data/S_88/label_66.npy
data/S_89/54.png,54.0,89.0,data/S_89/label_54.npy
data/S_89/63.png,63.0,89.0,data/S_89/label_63.npy
data/S_90/57.png,57.0,90.0,data/S_90/label_57.npy
data/S_90/129.png,129.0,90.0,data/S_90/label_129.npy
data/S_91/20.png,20.0,91.0,data/S_91/label_20.npy
data/S_91/123.png,123.0,91.0,data/S_91/label_123.npy
data/S_92/20.png,20.0,92.0,data/S_92/label_20.npy
data/S_92/117.png,117.0,92.0,data/S_92/label_117.npy
data/S_93/24.png,24.0,93.0,data/S_93/label_24.npy
data/S_93/149.png,149.0,93.0,data/S_93/label_149.npy
data/S_94/51.png,51.0,94.0,data/S_94/label_51.npy
data/S_94/97.png,97.0,94.0,data/S_94/label_97.npy
data/S_95/59.png,59.0,95.0,data/S_95/label_59.npy
data/S_95/122.png,122.0,95.0,data/S_95/label_122.npy
data/S_95/124.png,124.0,95.0,data/S_95/label_124.npy
data/S_96/21.png,21.0,96.0,data/S_96/label_21.npy
data/S_96/144.png,144.0,96.0,data/S_96/label_144.npy
data/S_97/19.png,19.0,97.0,data/S_97/label_19.npy
data/S_97/49.png,49.0,97.0,data/S_97/label_49.npy
data/S_98/38.png,38.0,98.0,data/S_98/label_38.npy
data/S_99/55.png,55.0,99.0,data/S_99/label_55.npy
data/S_99/148.png,148.0,99.0,data/S_99/label_148.npy
data/S_100/24.png,24.0,100.0,data/S_100/label_24.npy
data/S_100/39.png,39.0,100.0,data/S_100/label_39.npy
data/S_101/23.png,23.0,101.0,data/S_101/label_23.npy
data/S_101/138.png,138.0,101.0,data/S_101/label_138.npy
data/S_102/37.png,37.0,102.0,data/S_102/label_37.npy
data/S_102/109.png,109.0,102.0,data/S_102/label_109.npy
data/S_103/78.png,78.0,103.0,data/S_103/label_78.npy
data/S_104/104.png,104.0,104.0,data/S_104/label_104.npy
data/S_104/137.png,137.0,104.0,data/S_104/label_137.npy
data/S_105/24.png,24.0,105.0,data/S_105/label_24.npy
data/S_105/87.png,87.0,105.0,data/S_105/label_87.npy
data/S_106/23.png,23.0,106.0,data/S_106/label_23.npy
data/S_106/36.png,36.0,106.0,data/S_106/label_36.npy
data/S_107/76.png,76.0,107.0,data/S_107/label_76.npy
data/S_107/122.png,122.0,107.0,data/S_107/label_122.npy
data/S_108/94.png,94.0,108.0,data/S_108/label_94.npy
data/S_109/49.png,49.0,109.0,data/S_109/label_49.npy
data/S_109/67.png,67.0,109.0,data/S_109/label_67.npy
data/S_110/49.png,49.0,110.0,data/S_110/label_49.npy
data/S_110/83.png,83.0,110.0,data/S_110/label_83.npy
data/S_111/51.png,51.0,111.0,data/S_111/label_51.npy
data/S_111/133.png,133.0,111.0,data/S_111/label_133.npy
data/S_112/37.png,37.0,112.0,data/S_112/label_37.npy
data/S_113/20.png,20.0,113.0,data/S_113/label_20.npy
data/S_113/83.png,83.0,113.0,data/S_113/label_83.npy
data/S_114/36.png,36.0,114.0,data/S_114/label_36.npy
data/S_114/120.png,120.0,114.0,data/S_114/label_120.npy
data/S_115/80.png,80.0,115.0,data/S_115/label_80.npy
data/S_115/120.png,120.0,115.0,data/S_115/label_120.npy
data/S_116/110.png,110.0,116.0,data/S_116/label_110.npy
data/S_117/59.png,59.0,117.0,data/S_117/label_59.npy
data/S_117/147.png,147.0,117.0,data/S_117/label_147.npy
data/S_118/67.png,67.0,118.0,data/S_118/label_67.npy
data/S_118/150.png,150.0,118.0,data/S_118/label_150.npy
data/S_119/67.png,67.0,119.0,data/S_119/label_67.npy
data/S_119/82.png,82.0,119.0,data/S_119/label_82.npy
data/S_120/61.png,61.0,120.0,data/S_120/label_61.npy
data/S_120/107.png,107.0,120.0,data/S_120/label_107.npy
data/S_121/48.png,48.0,121.0,data/S_121/label_48.npy
data/S_121/125.png,125.0,121.0,data/S_121/label_125.npy
data/S_122/53.png,53.0,122.0,data/S_122/label_53.npy
data/S_123/50.png,50.0,123.0,data/S_123/label_50.npy
data/S_123/136.png,136.0,123.0,data/S_123/label_136.npy
data/S_124/49.png,49.0,124.0,data/S_124/label_49.npy
data/S_124/139.png,139.0,124.0,data/S_124/label_139.npy
data/S_125/90.png,90.0,125.0,data/S_125/label_90.npy
data/S_125/123.png,123.0,125.0,data/S_125/label_123.npy
data/S_126/63.png,63.0,126.0,data/S_126/label_63.npy
data/S_127/36.png,36.0,127.0,data/S_127/label_36.npy
data/S_127/120.png,120.0,127.0,data/S_127/label_120.npy
data/S_128/23.png,23.0,128.0,data/S_128/label_23.npy
data/S_128/110.png,110.0,128.0,data/S_128/label_110.npy
data/S_129/87.png,87.0,129.0,data/S_129/label_87.npy
data/S_129/88.png,88.0,129.0,data/S_129/label_88.npy
data/S_130/93.png,93.0,130.0,data/S_130/label_93.npy
data/S_130/106.png,106.0,130.0,data/S_130/label_106.npy
data/S_131/67.png,67.0,131.0,data/S_131/label_67.npy
data/S_131/127.png,127.0,131.0,data/S_131/label_127.npy
data/S_132/139.png,139.0,132.0,data/S_132/label_139.npy
data/S_133/82.png,82.0,133.0,data/S_133/label_82.npy
data/S_133/106.png,106.0,133.0,data/S_133/label_106.npy
data/S_134/66.png,66.0,134.0,data/S_134/label_66.npy
data/S_134/94.png,94.0,134.0,data/S_134/label_94.npy
data/S_135/53.png,53.0,135.0,data/S_135/label_53.npy
data/S_135/122.png,122.0,135.0,data/S_135/label_122.npy
data/S_136/67.png,67.0,136.0,data/S_136/label_67.npy
data/S_137/63.png,63.0,137.0,data/S_137/label_63.npy
data/S_137/65.png,65.0,137.0,data/S_137/label_65.npy
data/S_138/50.png,50.0,138.0,data/S_138/label_50.npy
data/S_138/137.png,137.0,138.0,data/S_138/label_137.npy
data/S_139/94.png,94.0,139.0,data/S_139/label_94.npy
data/S_139/110.png,110.0,139.0,data/S_139/label_110.npy
data/S_140/34.png,34.0,140.0,data/S_140/label_34.npy
data/S_140/65.png,65.0,140.0,data/S_140/label_65.npy
data/S_141/65.png,65.0,141.0,data/S_141/label_65.npy
data/S_142/125.png,125.0,142.0,data/S_142/label_125.npy
data/S_142/141.png,141.0,142.0,data/S_142/label_141.npy
data/S_143/33.png,33.0,143.0,data/S_143/label_33.npy
data/S_143/110.png,110.0,143.0,data/S_143/label_110.npy
data/S_144/79.png,79.0,144.0,data/S_144/label_79.npy
data/S_144/121.png,121.0,144.0,data/S_144/label_121.npy
data/S_145/93.png,93.0,145.0,data/S_145/label_93.npy
data/S_146/112.png,112.0,146.0,data/S_146/label_112.npy
data/S_146/141.png,141.0,146.0,data/S_146/label_141.npy
data/S_147/36.png,36.0,147.0,data/S_147/label_36.npy
data/S_147/139.png,139.0,147.0,data/S_147/label_139.npy
data/S_148/137.png,137.0,148.0,data/S_148/label_137.npy
data/S_148/139.png,139.0,148.0,data/S_148/label_139.npy
data/S_149/48.png,48.0,149.0,data/S_149/label_48.npy
data/S_150/63.png,63.0,150.0,data/S_150/label_63.npy
data/S_150/78.png,78.0,150.0,data/S_150/label_78.npy
data/S_151/78.png,78.0,151.0,data/S_151/label_78.npy
data/S_151/123.png,123.0,151.0,data/S_151/label_123.npy
data/S_152/46.png,46.0,152.0,data/S_152/label_46.npy
data/S_152/137.png,137.0,152.0,data/S_152/label_137.npy
data/S_153/92.png,92.0,153.0,data/S_153/label_92.npy
data/S_154/24.png,24.0,154.0,data/S_154/label_24.npy
data/S_154/51.png,51.0,154.0,data/S_154/label_51.npy
data/S_155/51.png,51.0,155.0,data/S_155/label_51.npy
data/S_155/70.png,70.0,155.0,data/S_155/label_70.npy
data/S_156/52.png,52.0,156.0,data/S_156/label_52.npy
data/S_156/140.png,140.0,156.0,data/S_156/label_140.npy
data/S_157/20.png,20.0,157.0,data/S_157/label_20.npy
data/S_157/102.png,102.0,157.0,data/S_157/label_102.npy
data/S_158/143.png,143.0,158.0,data/S_158/label_143.npy
data/S_159/36.png,36.0,159.0,data/S_159/label_36.npy
data/S_159/128.png,128.0,159.0,data/S_159/label_128.npy
data/S_160/52.png,52.0,160.0,data/S_160/label_52.npy
data/S_160/145.png,145.0,160.0,data/S_160/label_145.npy
data/S_161/38.png,38.0,161.0,data/S_161/label_38.npy
data/S_161/40.png,40.0,161.0,data/S_161/label_40.npy
data/S_162/52.png,52.0,162.0,data/S_162/label_52.npy
data/S_163/42.png,42.0,163.0,data/S_163/label_42.npy
data/S_163/56.png,56.0,163.0,data/S_163/label_56.npy
data/S_164/64.png,64.0,164.0,data/S_164/label_64.npy
data/S_164/107.png,107.0,164.0,data/S_164/label_107.npy
data/S_165/47.png,47.0,165.0,data/S_165/label_47.npy
data/S_166/60.png,60.0,166.0,data/S_166/label_60.npy
data/S_166/64.png,64.0,166.0,data/S_166/label_64.npy
data/S_167/54.png,54.0,167.0,data/S_167/label_54.npy
data/S_168/38.png,38.0,168.0,data/S_168/label_38.npy
data/S_168/133.png,133.0,168.0,data/S_168/label_133.npy
data/S_169/66.png,66.0,169.0,data/S_169/label_66.npy
data/S_169/68.png,68.0,169.0,data/S_169/label_68.npy
data/S_170/21.png,21.0,170.0,data/S_170/label_21.npy
data/S_170/100.png,100.0,170.0,data/S_170/label_100.npy
data/S_171/49.png,49.0,171.0,data/S_171/label_49.npy
data/S_172/73.png,73.0,172.0,data/S_172/label_73.npy
data/S_172/103.png,103.0,172.0,data/S_172/label_103.npy
data/S_173/76.png,76.0,173.0,data/S_173/label_76.npy
data/S_174/36.png,36.0,174.0,data/S_174/label_36.npy
data/S_174/133.png,133.0,174.0,data/S_174/label_133.npy
data/S_175/105.png,105.0,175.0,data/S_175/label_105.npy
data/S_176/106.png,106.0,176.0,data/S_176/label_106.npy
data/S_176/109.png,109.0,176.0,data/S_176/label_109.npy
data/S_177/64.png,64.0,177.0,data/S_177/label_64.npy
data/S_178/83.png,83.0,178.0,data/S_178/label_83.npy
data/S_178/84.png,84.0,178.0,data/S_178/label_84.npy
data/S_179/135.png,135.0,179.0,data/S_179/label_135.npy
data/S_180/93.png,93.0,180.0,data/S_180/label_93.npy
data/S_180/119.png,119.0,180.0,data/S_180/label_119.npy
data/S_181/79.png,79.0,181.0,data/S_181/label_79.npy
data/S_182/34.png,34.0,182.0,data/S_182/label_34.npy
data/S_182/119.png,119.0,182.0,data/S_182/label_119.npy
data/S_183/35.png,35.0,183.0,data/S_183/label_35.npy
data/S_184/65.png,65.0,184.0,data/S_184/label_65.npy
data/S_184/93.png,93.0,184.0,data/S_184/label_93.npy
data/S_185/37.png,37.0,185.0,data/S_185/label_37.npy
data/S_185/68.png,68.0,185.0,data/S_185/label_68.npy
data/S_186/121.png,121.0,186.0,data/S_186/label_121.npy
data/S_187/19.png,19.0,187.0,data/S_187/label_19.npy
data/S_187/35.png,35.0,187.0,data/S_187/label_35.npy
data/S_188/109.png,109.0,188.0,data/S_188/label_109.npy
data/S_189/33.png,33.0,189.0,data/S_189/label_33.npy
data/S_189/34.png,34.0,189.0,data/S_189/label_34.npy
data/S_190/53.png,53.0,190.0,data/S_190/label_53.npy
data/S_191/71.png,71.0,191.0,data/S_191/label_71.npy
data/S_191/103.png,103.0,191.0,data/S_191/label_103.npy
data/S_192/94.png,94.0,192.0,data/S_192/label_94.npy
data/S_193/54.png,54.0,193.0,data/S_193/label_54.npy
data/S_193/98.png,98.0,193.0,data/S_193/label_98.npy
data/S_194/33.png,33.0,194.0,data/S_194/label_33.npy
data/S_194/122.png,122.0,194.0,data/S_194/label_122.npy
data/S_195/57.png,57.0,195.0,data/S_195/label_57.npy
data/S_196/105.png,105.0,196.0,data/S_196/label_105.npy
data/S_196/122.png,122.0,196.0,data/S_196/label_122.npy
data/S_197/121.png,121.0,197.0,data/S_197/label_121.npy
data/S_198/92.png,92.0,198.0,data/S_198/label_92.npy
data/S_198/106.png,106.0,198.0,data/S_198/label_106.npy
data/S_199/135.png,135.0,199.0,data/S_199/label_135.npy
